STATUS,LOADING COUNTS,TOTAL,AUTO1,AUTO2,AUTO3,LAST UPDATE,CURSOR_FOUND,CURSOR_FIELDS
running,36057,36046,17,0,5955,2026-01-23 14:02:42.680842,True,['Auto2']
